skill,freq
osint,2
1с акселот,2
проектирование по,2
яндекс.маркет,2
google merchant,2
стратегия рекламных кампаний,2
навыки работы с первичной документацией,2
my sql server,2
mau,2
dau,2
а/в,2
модификация бизнес-процессов,2
кассовое по и оборудование,2
creatio,2
разработчик,2
customer journey map,2
cac,2
основные средства,2
ефс,2
product testing,2
user experience design,2
test driven development,2
open sourse software,2
carefull attention to detail,2
фоив,2
роив,2
power bi,2
умение строить отчеты и презентации,2
1с: предприятие управление страховой компанией,2
1с.8,2
прямое страхование,2
операционная деятельность страховой компании,2
successfactors,2
управление требованиями к по,2
сплит-тестирование,2
1с: предприятие: управление строительной организацией,2
qliksence,2
nginx,2
couchdb,2
centos,2
elasticsearch,2
mindmap,2
siebel,2
типовые конфигурации 1с,2
c/c++linuxtcp/iparmsvn,2
ит-аналитик,2
ux-дизайн,2
визуализация данных,2
consulting,2
retail software systems,2
business process reengineering,2
1с управление холдингом,2
sla\ola,2
mytarget,2
rational unified process,2
functional analysis,2
бсс,2
понимание современных ит технологий,2
"умение читать, анализировать и писать самому технические тексты",2
маркетинговая аналитика,2
scm,2
написание блок схем,2
эффективные коммуникации,2
trade promotion,2
revenue growth,2
implementation,2
postgres,2
банки,2
sparx enterprise architect,2
it business analyst,2
трудовая дисциплина,2
проведение семинаров,2
process mining,2
егаис,2
складской документооборот,2
работа с ключевыми клиентами,2
systems analysis,2
ad-hoc,2
computer vision,2
ngfw,2
качество данных,2
written translation,2
advertising,2
макетирование,2
emv,2
cr,2
работа с юридическими лицами,2
retail crm,2
mango office,2
бизнес - информатика,2
стремление к карьерному росту,2
webtutor,2
ibm lotus notes,2
data science,2
автоматизации складских процессов,2
интеграция финансовых служб,2
webtutor,2
анализ hr процессов,2
investment analysis,2
банковский проект,2
сетевые схемы,2
azure,2
взаимодействие с заказчиками,2
разработка эксплуатационной документации,2
1с: управление холдингом,2
бухгалтерия корп,2
анализ предметной области,2
управление производственным персоналом,2
hr метрики,2
эксплуатационные документы,2
корпоративная шина данных,2
appsflyer,2
корпоративная стратегия,2
metadata management,2
master data management,2
reference data management,2
пми,2
развитие бизнеса,2
cognos tm1,2
ibm planning analytics,2
управление закупками,2
российские стандарты бухгалтерского учета,2
uipath,2
роботизация,2
mашинное обучение,2
юзэдо,2
"jira, basecamp,redmine,ui/ux,er",2
внимание к деталям,2
альфа-авто,2
cdp,2
dmp,2
ppc-реклама,2
ropo,2
ml-модель,2
postview-анализ,2
когорта,2
предиктивная аналитика,2
googleads,2
facebookads,2
romi,2
sap sf,2
product owner,2
business analyst,2
аналитика маркетинга,2
маркетинг,2
брокер сообщений,2
wsdl/swagger,2
консультирование пользователей,2
портфельные риски,2
customer development,2
структурирование информации,2
оформление отчетной документации,2
психология игр,2
viplanner,2
основы моделирования баз данных,2
спортивное питание,2
программа лояльности,2
подготовка документов для участия в тендерах,2
medialogia,2
сборка пк,2
документация,2
insuretech,2
перевод,2
проектирование базы данных,2
1с: унф,2
"разработка тестов, опросников",2
качество данных,2
miro,2
дизайн процессов,2
разработка 1c,2
аналитика 1c,2
финансовый сектор,2
реализация проектов,2
чтение процедур,2
чтение функций,2
ba,2
подготовка функциональных требований,2
1c:erp,2
лоцман:plm,2
проведение собседований,2
babok,2
ibm mdm,2
threat hunting,2
mpsiem,2
ptsiem,2
qradar,2
arcsight,2
antivirus,2
go,2
nessus,2
msf,2
metasploit,2
bloodhound,2
oscp,2
sans,2
анкетирование,2
хранилища данных,2
kaffka,2
вывод продукта на рынок,2
взаимодействие с инвестиционными фондами,2
биржевые торги,2
b2c продажи,2
пакет r,2
spss modeler,2
sas em,2
исследование абонентской базы,2
капстрой,2
капитальное строительство,2
hql,2
принципы событийной модели данных,2
senior bi analyst,2
статистические метрики,2
agile,2
скрупулезность,2
подготовка технического задания,2
систематизация информации,2
подготовка пользовательской документации,2
гост34,2
гост19,2
экономист-аналитик,2
1c бухгалтерия,2
1с: ух,2
requirements documentation,2
sdl,2
msc,2
gdal,2
proj4,2
it-продукт,2
process engineer (analyst),2
quality assurance,2
process,2
qms,2
process management,2
software and product development,2
apex,2
с xsd/xml,2
описание требований,2
wsdl,2
mq – jms,2
aqmp,2
jms/ibm,2
английский — a1 — начальный,2
sybase,2
bpmn storm,2
сопровождение строительства,2
powerapps,2
excell,2
отраслевая аналитика,2
аналитика рынка,2
openrefine,2
статистическая среда r,2
ci\cd,2
работа с 1с,2
производство,2
1с:wms,2
уверенный пользователь пк,2
zabbix,2
quorum,2
ва-банк,2
vabank,2
разработка проектно-технической документации,2
описание процессов,2
bq,2
sequence,2
сбор и анализ требований,2
wireshark,2
разработка программного обеспечения,2
электроника,2
odi,2
case,2
business requirements,2
1с бп,2
client management,2
terradata,2
strategic marketing,2
кластерный анализ,2
bank software,2
autodesk revit,2
озеро данных,2
microsoft office frontpage,2
методология бюджетирования,2
1c: ух,2
абис,2
обучение сотрудников,2
hydra,2
intel,2
uefi edk,2
amd,2
spectre,2
meltdown,2
firmware,2
git merge,2
chidra,2
графический дизайн,2
1с разработка,2
1с консультант,2
1с разработчик,2
поддержка 1с,2
openoffice,2
ms power bi,2
unit-экономика,2
работа с сырыми данными,2
разметка событий,2
банковские системы,2
ms team foundation server,2
образование по ит-специальности,2
xpath,2
xquery,2
сбор и анализ требований,2
cmdb,2
1с: бухгалтерия государственного учреждения,2
управление поставками,2
психология,2
оценка кандидатов,2
психодиагностика,2
"программирование, разработка",2
умение формализации бизнес-процессов,2
способность к системному мышлению,2
базовые знания c#,2
базовые знания java,2
базовые знания mssql,2
базовые знания oracle,2
проектирование баз данных,2
mssql,2
ansi sql,2
advanta,2
data modeling,2
разработка,2
доверительное управление,2
паевые фонды,2
balsamiq,2
грамотный письменный русский язык,2
проактивность,2
csv,2
анализ информации,2
работа с инвесторами,2
pre-sales,2
инвестиционный консалтинг,2
юридическое сопровождение,2
b2,2
sap fi/co,2
zeppelin,2
greenplum,2
etl/dwh,2
quik,2
visiology,2
selenium,2
lean six sigma,2
infor srm,2
tessa,2
fis,2
аналитика api,2
клиент-серверные приложения,2
т3,2
проектной документация,2
страховая документация,2
product backlog,2
user stories,2
деловой этикет,2
as is,2
to be,2
appmetrika,2
bgp,2
bitbucket,2
первичная документация,2
управление холдингом,2
aws,2
ocr,2
abbyy,2
sqllite,2
elastic,2
цели,2
ведение архива,2
редактирование текстов на иностранном языке,2
перевод технической документации,2
финансовый учет,2
катман,2
консолидация отчетности по рсбу,2
alfresco,2
преподаватель,2
воронка продаж,2
agile kanban,2
upper-intermediate,2
apache zeppelin,2
sap businessobjects,2
коммерческая недвижимость,2
мерчендайзинг,2
ansi c++,2
анализ,2
enterprise архитектура,2
qlik,2
работа с бизнес-заказчиками и пользователями,2
работа с разработчиками и тестировщиками,2
формулирование требований,2
написание документации,2
oracle ebs,2
1c enterprise,2
data of mining enterprises,2
epc notations,2
журналистика,2
bi,2
sip,2
формирование отчетности,2
qlikview,2
субд ms sql,2
rational doors,2
категорийный менеджмент,2
ms dynamics nav,2
sap fico,2
криптовалюты,2
software analysis,2
госзаказчик,2
iis,2
web design,2
ремонт пк,2
tms systems,2
google таблицы,2
сзи,2
msd365,2
d365,2
dynamics365,2
подготовка документации проекта,2
внедрение программного обеспечения,2
взаимодействие с контрольными органами,2
visualisation,2
общение с закачиками,2
tagetik,2
call-центр,2
roistat,2
реляционные базы данных,2
powerpoint,2
субд oracle,2
моделирование жизненных процессов,2
windows server 2003,2
hyper-v,2
b2b исследования,2
функциональное проектирование,2
тестирование целевых кейсов,2
xsd-схемы,2
soupui,2
use-case,2
tms,2
ids\ips,2
nmap,2
товарная аналитика,2
аналитика 1с,2
crm мегаплан,2
разработка встраиваемого по,2
встраиваемые системы,2
технический английский,2
draw.io,2
amqp,2
camunda bpm,2
miro.com,2
интернет банк,2
use case,2
консультант 1с,2
1с:бгу,2
маркетинговая стратегия,2
организованность,2
построение реляционных бд,2
hdfs,2
способность быстрого погружения в различные предметные области,2
модельное (конструкторское) мышление,2
способность формулировать мысли в виде визуальных моделей и текста на бумаге,2
дисциплинированность,2
"владение устной и письменной речью, грамотность, техническая образованность",2
знакомство с современными подходами к построению автоматизированных систем,2
google maps api,2
принципы ооп,2
бизнес - аналитика,2
cloudera,2
разработка нси,2
мастер-данные,2
реализация товаров и услуг,2
годовой баланс,2
game design,2
повышение конверсии,2
mobile,2
google data studio,2
mlops,2
oozie,2
ведение переписки на иностранном языке,2
source-to-target (описание маппингов) для etl,2
владение sql,2
модели “as is’,2
.net,2
эконометрика,2
риски,2
контрольные процедуры,2
роли и полномочия,2
sap grc,2
сводные таблицы,2
администрирование серверов linux,2
scope,2
e - commerce,2
trello,2
mobile,2
apache airflow,2
аналитика данных,2
рсбу отчетность,2
ad-hoc аналитика,2
риск отчетность,2
описание бизнес-процессов,2
userstory,2
finance analysis,2
обучение команды продаж,2
entity framework,2
rtb,2
airflow,2
внедрение системы оперативного управления,2
web-api,2
финансовые рынки,2
ведение бэклога задач,2
pega,2
pega bpm,2
soap/rest,2
1с: зуп 8.3,2
1с бит финанс,2
написание требований к по,2
функциональный требования,2
функциональное моделирование,2
энергетика,2
documentum,2
b2g продажи,2
написание технического задания,2
ms silverlight,2
нир,2
окр,2
управление работой с ключевыми клиентами,2
data analyst,2
системный аналитик dwh,2
аналитик dwh,2
написание отчетов,2
project,2
friendfork,2
huntflow,2
figma/ axure,2
обработка и визуализация данных,2
организация учебного процесса,2
написание технических текстов,2
подготовка технико-коммерческих предложений,2
exсel,2
антивирусная защита сети,2
внутренний аудит информационных систем,2
опыт работы с нотацией bpmn или с чем-то похожим,2
опыт работы в разработке сайтов и мобильных приложений,2
юздо,2
юз эдо,2
письменная речь,2
устная речь,2
презентабельность,2
sap query designer,2
sap lumira,2
а/в тесты,2
enterprise architect,2
разработка компьютерных игр,2
cистменый анализ,2
pre-sale,2
content,2
telco,2
talend,2
удаленная работа,2
1с:тоир,2
mes/plm-системы,2
лоцман:plm,2
alteryx,2
splunk,2
бит финанс,2
деривативы,2
prototyping,2
data stage,2
управление бухгалтерией,2
волс,2
умение формулировать непротиворечивые требования,2
умение разделять общее и частное,2
activemq,2
camunda modeler,2
camunda bpm engine,2
invision,2
pgadmin,2
pl/pgsql,2
финансовая аналитика,2
запуск региональных рекламных кампаний,2
customer experience,2
ssms,2
ssis,2
pivot,2
mathematical modeling,2
sap аналитик,2
маркетплейс,2
driving licence b,2
оценка стоимости бизнеса,2
reporting services,2
reporting and analysis,2
клиентский путь,2
consumer insight,2
построение моделей,2
мобильные приложения,2
продажи через дистрибьюторов,2
организация семинаров,2
ml задачи,2
подготовка презентаций на иностранном языке,2
restful,2
отчетность перед цб рф,2
автоматизация отчётности,2
pentaho data integration,2
1с профессионал,2
диаграмма сущностей,2
user cases,2
compliance,2
защита информации,2
"гост 19,34",2
аналитика требований,2
security operation center,2
nat,2
dns,2
модели вероятности,2
расчет рисков,2
qliksense,2
анаплан,2
prd,2
разработка отчетности,2
регуляторная отчетность,2
отчетность цб,2
постановка задач на разработку,2
тестирование гипотез,2
"1с 8.2, 8.3",2
"scrum, pmbook",2
"jira, confluence",2
пунктуальность,2
1с зкгу,2
ведомства,2
министерства,2
xml/json,2
эцп,2
протоколы передачи данных,2
deep learning,2
внутренний аудит,2
helium10,2
webapi,2
wms акселот,2
консультант- методолог,2
autonomous driving network,1
graph theory,1
coding theory,1
data compression,1
расчет зарплаты,1
индустрия 4.0,1
ит-решения,1
business cases,1
ui исследования,1
ux тесты,1
дорожная карта проекта,1
cx исследования,1
lua,1
rest services,1
аналитические отчеты,1
mtfs,1
issue-tracking,1
претензионная работа,1
оптимизация цепочек поставок,1
s&op,1
supply chain optimization,1
cima,1
workforce management,1
под/фт,1
115-фз,1
менеджер по продукту,1
"гост 34, 19",1
знание методологий,1
eepc,1
iso/ieee,1
мало опыта,1
начало карьеры,1
бюджетная отчетность,1
рыночные риски,1
производственный учет,1
искусственный интеллект,1
цфт r2,1
mdx,1
ppower bi / power query / dax,1
проектирование аналитических моделей,1
кредиты,1
интегратор цфт,1
gamedev,1
геймдев,1
коды тн вэд,1
разработка чертежей,1
seim (hp arcsight esm),1
"tableau, kibana, metabase",1
sap tr,1
banking,1
b2b enterprise,1
crm-анализ,1
менеджер по работе с клиентами,1
аккаунт менеджер,1
проджект менеджер,1
account manager,1
интернет маркетолог,1
менеджер интернет проектов,1
3gpp,1
tmforum,1
бюджетирование фот,1
jira api,1
ms bi,1
process analyst,1
mangodb,1
sap epr,1
sap trm,1
sap bcm,1
mobile app development,1
обслуживание покупателей,1
db2,1
data stage,1
исследование рынка,1
описание пользовательского функционала,1
human resources management,1
global system,1
«честный знак»,1
1c ка,1
1с ух,1
1с укф,1
"рсбу, мсфо",1
настройка по,1
web-приложения,1
product analysis,1
корпоративные мероприятия,1
адаптация,1
корпоративная культура,1
систематизация архивной документации,1
корпоративное управление,1
гост еспд,1
idefx,1
wiki,1
разработка пользовательской документации;,1
bi/ba,1
организация рабочих мест,1
высоконагруженный проект,1
personas,1
mvp,1
разработка методологии управленческого учета,1
консолидированная бухгалтерская отчетность,1
аттестат профессионального бухгалтера,1
gas,1
опыт в банковской или финансовой сфере,1
создание блок-схем,1
customer journey,1
медицинские данные,1
электронная медицинская карта,1
язык mdx,1
системы управления доступом,1
интеграционные системы,1
helpdesk системы,1
kanban,1
описание требований,1
технический архитектор,1
интеграционный инженер,1
opensourсe решения,1
wildfly (jboss),1
tomcat,1
prometheus,1
parsing,1
web-scraping,1
корпоративные системы управления,1
корпоративное хранилище данных,1
bigquery,1
управление it-проектами,1
развитие информационных систем,1
icpc,1
банковские системы,1
бортовое оборудование,1
сбор требований к отчетности,1
разработка аналитической отчетности,1
подготовка управленческой отчетности,1
написание методологии,1
гросс маржа,1
анализ эффективности промо-мероприятий,1
архитектура windows,1
python3,1
power-bi,1
ведение проектов разработки,1
постановка задач для автоматизации,1
sap hcm,1
подбор ключевых слов,1
опыт документирования,1
анализ фармацевтического рынка,1
управление нормативно-справочной информацией (нси),1
ab-тесты,1
product analitycs,1
bpm`online,1
sales force,1
bpms,1
подготовка технических заданий,1
промышленная безопасность,1
поддержка клиентов,1
портальные решения,1
interlac,1
disco tools,1
prom,1
e-learning,1
курсы,1
основы математической статистики,1
описание бизнес моделей,1
анализ конкурентов,1
it бизнес-аналитик,1
fashion,1
написание проектных документов,1
этран,1
rail-тариф,1
стж,1
лицензирование,1
управление сотрудниками в регионах,1
elma,1
mindmanager,1
смк,1
process discovery,1
оценка эффективности процессов,1
blueprism,1
kryon,1
роботизация,1
ui path,1
sql developer,1
диасофт,1
страховые продукты,1
потребительское кредитование,1
бухгалтерский учет по кредитам,1
абс 3card-r,1
бит финанс,1
разработка функциональных требований,1
opencv,1
матмодели,1
av endpoint security,1
edr,1
security mail gate,1
equation,1
as/400,1
os/400 pdm,1
субд query/400,1
end-to-end analytics,1
marketing strategy development,1
business process optimization,1
gdpr,1
pci-dss,1
application security,1
splunk,1
manual testing,1
scripting,1
msa,1
attentiveness,1
self-organization,1
нагрузочное тестирование,1
руководитель отдела аналитики,1
руководитель отдела бизнес анализа,1
руководитель отдела системного анализа,1
brs,1
informatica pc,1
ibm datastage,1
оценка трудозатрат,1
координация проектной команды,1
разработка документации проекта,1
контроль сроков,1
подготовка отчетности,1
neural networks,1
deep learning,1
custdev,1
research and development,1
code analysis,1
dax query language,1
внутренний финансовый аудит,1
product analysis,1
mysql gui tools,1
segmentstream,1
витрины данных,1
модели данных,1
product owner,1
backlog,1
эконометрическое моделирование,1
координация коммерческих проектов,1
аналитик 1 с,1
консультант 1 с,1
it аналитика,1
долгосрочное бюджетирование и планирование,1
аналитические модели численности,1
оптимизация,1
bitrix 24,1
business strategy,1
food cost,1
управление себестоимостью,1
открытия новых торговых точек,1
автоматизация бизнес-процессов,1
системная архитектура,1
fmcg продажи,1
сбор требований такатчика,1
разработка бфт,1
saleforce.com,1
pitcher,1
marketing cloud,1
einstein analytics,1
google покупки,1
direct commander,1
компановщик yrl,1
roistat,1
высокая работоспособность,1
notion,1
навыки ведения деловых переговоров и составления делового письма,1
"—навыки составления и исполнения перспективных и текущих планов аналитической, экспертной работы",1
sap successfactors,1
sap succes factors,1
маркетплейс,1
научная деятельность,1
adobe reader,1
опз,1
рд,1
финансовый учет,1
рефакторинг кода,1
sap hana,1
банковская отчетность,1
it-продукты,1
умение работать в комаде,1
обязательная отчётность цб,1
владение английским языком (разговорный уровень);,1
взаимодействие с заказчиками,1
опыт работы аналитиком,1
ux designer,1
user experience,1
активность,1
сопровождение информационных систем,1
backend,1
tableu,1
pb,1
ibm cognos,1
data analyst,1
aps,1
eam,1
автобизнес,1
умение понять автоматизируемую предметную область и потребности заказчика,1
"работа с большими объемами документации, в том числе нормативно-справочной",1
интервьюирование представителей заказчика,1
умение формализовать и согласовать бизнес-требования заинтересованных сторон,1
"знание таких нотаций как, например epc или uml, приветствуется",1
умение разработать системные требования и изложить их в виде документа (тз),1
умение найти компромисс в процессе согласования между интересами компании и требованиями заказчика,1
умение разработать документацию по тестированию,1
умение оперативно консультировать экспертов отдела сопровождения,1
умение задокументировать (поставить задачу документатору) информацию о выполненных доработках систем,1
"знание web-технологий (web-сервис, wsdl, xsd, xml)",1
знание и умение пользоваться soapui,1
знание принципов работы web-приложений,1
знание теории баз данных,1
знание sql,1
умение работать с sql-запросами,1
less,1
постановка задач дизайнерам,1
"1с, бухгалтерия, экономика, анализ данных",1
нефункциональные требования,1
пользователь 1с,1
dwn,1
vbscript,1
проекты внедрения,1
swagger api; postman; jira/confluence; draw io/mirro; power bi; sql bd,1
1с упраление холдингом,1
разработка пользовательских инструкций,1
рса,1
интеграция данных,1
mdm-справочники,1
онлайн продажи,1
бизнес аналитик,1
rdbms,1
формирование тз,1
дата анализ,1
eclipse,1
1c:комплексная автоматизация 8,1
1с:erp управление предприятием 8,1
1с:управление торговлей 8,1
компьютерное зрение,1
системы видеонаблюдения,1
computer vision,1
bpnm моделирование,1
web-services,1
compas,1
way4,1
smartvista,1
разработка иерархии метрик,1
qlicksense,1
умение анализировать большой объем данных,1
обучаемость,1
инструкции для пользователей,1
sales forecasting,1
сегментация клиентской базы,1
anaplan,1
продвинутый уровень знаний excel,1
siem система,1
маркетинг продукта,1
анализ конкурентов,1
основы программирования,1
основы экономики,1
архитектура мобильных приложений,1
intellij idea,1
криптовалюта,1
разработка аналитических дашбордов,1
crypto,1
product analytics,1
investing,1
trading,1
арабский язык,1
испанский язык,1
строительное делопроизводство,1
договоры подряда,1
marketplace,1
prince,1
barok,1
youtrack,1
выдача заданий,1
отчеты,1
html/javascript,1
sas grc,1
sas gcm,1
внешний аудит информационных систем,1
справочник,1
launching new products,1
b2c исследования,1
вывод компании на рынок,1
lims,1
etq reliance,1
pl/plus,1
ms visual c++,1
информационные системы,1
аналитика закупок,1
shell scripting,1
предпечатная подготовка,1
техническая поддержка пользователей,1
разработка требований,1
мало опыта,1
coreldraw graphics suite,1
стремление к саморазвитию,1
взаимодействие с пользователями,1
система компоновки данных,1
1с: предприятие 8.3,1
знание киберспорта,1
теория вероятности,1
scipy,1
numpy,1
информатика,1
windows vista,1
логист-аналитик,1
международные перевозки,1
бюджетирование перевозок,1
определение маршрутов,1
grpc,1
анализ требований заказчика,1
google таблицы,1
снабжение,1
мто,1
мониторинг видеооборудования,1
сети,1
prtg,1
проектная работа,1
borland c++,1
битрикс24,1
написание проектной документации,1
sql разработка регламентов,1
budgeting,1
venture capitalism,1
брокеридж,1
анализ конверсии,1
аудит решений,1
business modeling,1
антор,1
antor,1
террамастер,1
terramaster,1
exell,1
построение процессов,1
мобильные решения,1
google tag manager,1
web-аналитика,1
сплит-тест,1
работа с нормативно-правовой информацией,1
as is,1
to be,1
"сводные таблицы, функции обработки больших массивов данных, диаграммы",1
кабинетные исследования,1
редактирование текстов,1
sas enterprise guide,1
sas miner,1
functional analysis,1
tag assitant,1
dataslayer,1
microsoft office 365,1
design thinking,1
качественные исследования,1
юзабилити тестирование,1
изучение пользователей,1
user research,1
глубинные интервью,1
процессинг,1
babok,1
dbml,1
api blueprint,1
документирование требований,1
документирование пользовательских историй,1
документирований сценариев использования,1
backend разработка,1
дистанционное банковское обслуживание,1
аналитич,1
работа в системе agile,1
ориентация на оптимизацию бизнес-процессов и независимость собственной разработки,1
datastudio,1
power bl,1
sparx enterprise architect,1
xslt,1
asbo-gbo-asbo,1
ibm websphere application server,1
ibm integration bus,1
речевая аналитика,1
change management,1
waterfall,1
problem solving,1
change analyst,1
change manager,1
розничное кредиование,1
интересные задачи,1
зкгу,1
ui path,1
роботизация процессов,1
нацеленность на результат,1
высокая реактивность мышления,1
windows server 2008 r2,1
проектирование лвс,1
1с оперативный учет,1
паттерны,1
app metrika,1
анализ и описание бизнес-процессов,1
деловые переговоры,1
mes-система,1
http (s),1
zml/xslt,1
умение работать в команде,1
самоорганизация и структурированный подход,1
uipath,1
аналитика dwh,1
pentaho di,1
разработка olap-кубов,1
проектирование решений,1
cgem,1
gravity model,1
econometrics,1
аренда объектов,1
английский — b2 — средне-продвинутый,1
hp sm,1
naumen,1
remedy,1
нотации описаний бп,1
power query m,1
организация внешнего обучения,1
внедрение ml,1
внедрение ит-системы,1
ms report builder,1
менеджмент,1
бизнес требование,1
miro,1
1с:холдинг,1
асутп,1
спжц,1
система жизненного цикла,1
micromine,1
windbg,1
bmn,1
"brd, оцб, аналитик, управленческая отчетность",1
дисциплинированность,1
лояльность,1
усердие,1
vad,1
elk,1
prometheus,1
graylog,1
grafana,1
erdas,1
демо,1
пси,1
иммунология,1
молекулярная биология,1
биоинформатика,1
"dhcp, tcp/ip, lan and linux/microsoft-based os,",1
ad hoc,1
french,1
systems integration,1
бизнес аналитика,1
знание объектной модели 1с,1
"1с: упп, зуп, бп",1
управление,1
technical english,1
биллинг,1
гост серий 19 и 34,1
resp api,1
ms test manager,1
mindbox,1
ddd,1
solid,1
puppeteer,1
технологические карты,1
тестирование по,1
знание нормативных документов,1
adobe image ready,1
directum rx,1
3card-r,1
работа со сми,1
нефть,1
маркетплайс,1
разработка,1
ерс,1
маркетинговая аналитика,1
j2ee,1
"bpmn 2.0, uml",1
сопровождение,1
обязательная отчетность цб рф,1
системы мониторинга,1
faults management,1
perfomance management,1
корпоративное дбо,1
депозитарий,1
битрикс,1
реляционные базы данных,1
владение bi-инструментами,1
crm битрик24,1
"участок ""касса""",1
кассовые документы,1
платежи / переводы,1
платежные поручения,1
работа со статистикой,1
построение бизнес-процессов,1
gcp,1
ansi sql-92,1
bi-решения,1
баннерная реклама,1
flexicapture,1
sap pm,1
анализ и проектирование,1
алитическое мышление,1
"знание основ python, sql",1
гибкость в поиске решений,1
стрессоустойчивость в коммуникациях,1
уголовное право,1
торговый маркетинг,1
знание устройства автомобиля,1
pipeline,1
sap is,1
sap pd,1
loyalty marketing,1
formreader,1
1c: документооборот,1
1c erp,1
gimp,1
технологии bpm,1
прикладная статистика,1
kofax,1
тестирование web-приложений,1
agile approach,1
team leadership,1
proptech,1
гражданское право,1
marketing communication,1
sony vegas,1
контроль кредитного портфеля,1
sap concur,1
github,1
jbpm,1
mixpanel,1
clang,1
llvm,1
static analysis,1
бизнес-требования,1
план продвижения,1
лабораторная работа,1
химические методы анализа,1
insync.by,1
microsoft test manager,1
аналитик bi,1
управление цепями поставок,1
добровольное медицинское страхование,1
андеррайтинг,1
ос windows,1
с,1
a/b и mvt-тестирование,1
mpp,1
хранилище данных,1
r-studio,1
gap analysis,1
ux design,1
rpa analytics,1
участие в пресейлах,1
"анализ, составление, формализация требований к будущему продукту",1
блок схемы,1
формирование спецификаций,1
анализ процессов,1
выстраивание процессов,1
bloomberg,1
math works,1
алгоритмы,1
data vault,1
exasol,1
inmon,1
профессиональное владение ms office,1
режим многозадачности,1
уверенный пользователь excel,1
многофункциональный комплекс,1
bi система,1
финансовые технологии,1
цб,1
центробанк,1
мобильный банк,1
бизнес анализ,1
подготовка документации к проекту,1
движение денежных средств,1
умение работать с большим объемом информации,1
brand management,1
moqups,1
когортный анализ,1
критическое мышление,1
написание научных статей,1
развитие процессов,1
описание технологических процессов,1
bizage,1
syteline,1
springframework,1
kofax,1
администрирование баз данных,1
аудит процессов и данных,1
инструкции и регламент поступления данных,1
исследования рынка труда,1
кадровое планирование,1
компенсации и льготы,1
разработка рекламных кампаний,1
маркетинговые исследования в интернет,1
маркетинговые исследования в оффлайн,1
clikhouse,1
1с: упп.,1
премии,1
c&b,1
системы машинного обучения,1
нейронные сети,1
scikit-learn,1
"pytorch, keras, tensorflow",1
rfc,1
uat,1
сегментация,1
oracle forms,1
va-bank,1
business analyst,1
enterprice architect,1
simulink,1
егаис,1
"tcp/ip, http, ftp, tls, iso",1
smartvista,1
навыки работы с возражениями,1
bi-отчетность,1
управление маркетингом,1
forex,1
репо,1
swift alliance,1
финансовые продукты,1
swimlane,1
фрод,1
мониторинг качества кредитного портфеля,1
микрозаймы,1
testing,1
сервисы,1
пгс,1
знания в области разработки по,1
rest/soap,1
server uml,1
трейдинг,1
кибербезопасность,1
ollydbg,1
winapi,1
digital forensics,1
threat intelligence,1
reverse engineering,1
omnichannel,1
monitoring systems,1
прием посетителей,1
ms reporting services,1
1с: консолидация,1
консалтинг,1
statistika,1
мокап,1
mock-up,1
ibm odm,1
анализ загруженности транспортных потоков,1
анализ загруженности складских мощностей,1
анализ плановых показателей,1
работа с требованиями,1
"click house, oracle, postgresql, microsoft sql server, etl",1
промышленная автоматизация,1
проектирование модели данных,1
основы баз данных,1
стажер-аналитик,1
стажер в ит,1
международные сми,1
организация дорожного движения,1
1с: предприятие 7,1
системный администратор,1
диетология,1
elt,1
semantic analyst,1
a-parser,1
внедрение 1с,1
alfresko,1
astra linux,1
системное администрирование,1
"знание гост 19, гост 34",1
разработка технических заданий и технических требований,1
разработка и поддержка инфраструктурных решений,1
анализ и разработка моделей данных,1
data warehousing,1
pr content,1
project manager,1
3card-r,1
"сводные таблицы,макросы,впр",1
logo tiger,1
клиентская аналитика,1
hyperion,1
us gaap,1
js/html,1
анализ bpms,1
анализ bpms / low code платформ,1
сильные коммуникативные навыки,1
улучшение продуктовых метрик,1
youscan,1
brand analytics,1
медиалогия,1
проектирование rest api,1
archi,1
ux-аналитика,1
1c pdm,1
redash,1
pl/sql,1
таможенное оформление,1
работа с таможенными органами,1
fintech,1
google scripts,1
google datastudio,1
activeusers,1
senler,1
whatshelp,1
экономика предприятия,1
строительно-монтажные работы,1
ux/ix,1
siem-системы,1
администрирования систем защиты информации,1
анализ событий информационной безопасности,1
мобильная разработка,1
agile,1
гис срн,1
социальная защита,1
земельное право,1
егрн,1
кадастровый учет,1
hive,1
генетика,1
user-story,1
sap ds,1
process mining,1
writing articles,1
writing texts,1
цифровая оптимизация,1
гост34,1
рд50,1
дизайнер,1
настройка dns,1
ms exchange server,1
product аналитика,1
ecommerce,1
mapinfo professional,1
аналитика бизнес-процессов,1
разработка 1с,1
yandex.metrica,1
проактивность,1
структуры данных,1
"middle digital analyst,",1
google tag manager,1
smart data,1
data studio,1
owox bi,1
google big query,1
ms,1
bi анализ,1
digital,1
мобильный банк,1
обязательная отчетность цб рф,1
"jee или ejb, spring, docker, kubernetes, application server (wildfly), enterprise service bus(ibm in",1
систематизация требований к по,1
многофакторный анализ,1
вероятность,1
java 1.8,1
maven,1
gradle,1
git (bitbucket),1
1с: бгу,1
bpm online,1
visualization,1
средства контроля и анализа уязвимостей,1
mobile marketing,1
банковские продукты,1
hbase,1
лизинг,1
сетевые технологии,1
1 с 8.3 унф,1
продвинутый пользователь пк,1
· практический опыт работы в области выявления и документирования требований заказчика,1
"знание основ бухгалтериского и управленческого учета, планирования",1
business processes,1
вавок,1
user stories,1
mindmap,1
market value estimation,1
